DN,geometry,mndwi,ndvi2,b5b4,b6b4,b7b4,b8ab4,b8b4,evi,nrvi,ndwi,gndvi,ndvi,b3b2,b3b4,oc2,b3b1,oc4,Fecha
8,"POLYGON ((-72.14632662759655 -39.20878363260635, -72.06339416056665 -39.20878363260635, -72.06339416056665 -39.2502498661213, -72.14632662759655 -39.2502498661213, -72.14632662759655 -39.20878363260635))",0.7139232,0.10635411,0.845127,0.9423062,1.2382268,0.8268303,1.0693628,0.0223816675598493,0.05454868,0.6329452,-0.6329452,-0.05454868,0.77675384,5.8892837,1.2992115523777314,0.98000264,1.4712202349256056,2021-01-20
6,"POLYGON ((-72.14632662759655 -39.2502498661213, -72.1048603940816 -39.2502498661213, -72.1048603940816 -39.29171609963626, -72.14632662759655 -39.29171609963626, -72.14632662759655 -39.2502498661213))",0.6247543,0.14514449,0.9826052,1.0003961,1.1567906,0.88070285,1.0165768,-0.0010097372752562,0.005573142,0.52795863,-0.52795863,-0.005573142,0.8458471,3.4413912,1.367543110104536,1.0056516,1.43108516901307,2021-01-20
7,"POLYGON ((-72.1048603940816 -39.2502498661213, -71.98046169353672 -39.2502498661213, -71.98046169353672 -39.29171609963626, -72.1048603940816 -39.29171609963626, -72.1048603940816 -39.2502498661213))",0.726627,0.2248648,0.8525175,0.7973353,1.0390123,0.67928123,0.8490699,0.024657689836169,0.07964155,0.6267622,-0.6267622,-0.07964155,0.8789906,4.4417834,1.8593291891133024,1.1076336,2.3201599205497447,2021-01-20
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139))",0.061397016,0.012949914,0.64820623,0.6587138,0.6680166,0.6628839,0.6640232,0.0605191524366249,-0.00040715217,0.048761047,-0.048761047,0.00040715217,0.6543723,0.7560207,1.3354494166141273,0.6830121,1.553706762808123,2022-02-07
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139))",0.120045505,0.071736045,0.68688774,0.78634244,0.82975113,0.8175225,0.85868144,0.0219416766144083,-0.024250273,0.05103252,-0.05103252,0.024250273,0.6321802,0.83786404,710132.7199943605,0.7594703,1.8087817117321516,2020-12-04
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139))",0.42950973,0.22211742,0.6280746,0.6697741,0.7711813,0.73478115,0.7456811,0.0651446655660131,0.050136223,0.32883623,-0.32883623,-0.050136223,0.7871699,2.1846936,314634.4213020896,0.7991852,3.546851397431016,2021-01-18
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139))",0.4545381,0.052219227,0.47330385,0.8244544,1.1432496,0.87449753,1.2711198,0.0236230975386267,-0.060634214,0.4048909,-0.4048909,0.060634214,0.4629227,7.7445974,0.7668250059768899,0.6053374,0.9835369059674882,2021-12-16
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139))",0.50567055,-0.14548902,0.737373,1.311009,1.6645015,1.8324215,2.357188,0.0290400889638446,-0.013590876,0.5525228,-0.5525228,0.013590876,1.0814806,23.661213,74890972585.49341,27.017084,5.974964634529768,2020-05-25
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139), (-72.14632662759655 -39.20878363260635, -72.14632662759655 -39.29171609963626, -71.98046169353672 -39.29171609963626, -71.98046169353672 -39.2502498661213, -72.06339416056665 -39.2502498661213, -72.06339416056665 -39.20878363260635, -72.14632662759655 -39.20878363260635))",0.19317457,0.11787733,0.30501622,0.34722796,0.37689212,0.3472895,0.35123482,0.0517644574172857,0.018812636,0.10476894,-0.10476894,-0.018812636,0.28711215,0.57458746,0.5587070292408153,0.33947366,0.6484278700670008,2019-02-13
17,"POLYGON ((-72.14632662759655 -39.20878363260635, -72.06339416056665 -39.20878363260635, -72.06339416056665 -39.29171609963626, -72.14632662759655 -39.29171609963626, -72.14632662759655 -39.20878363260635))",0.57504773,0.30221742,0.9276617,0.91474825,0.9397341,0.81905377,0.840657,0.0660937332156204,0.08092649,0.34166026,-0.34166026,-0.08092649,0.8925816,1.7250336,1.6209916110818507,1.0358227,1.7810144481573338,2019-02-13
20,"POLYGON ((-72.06339416056665 -39.2502498661213, -71.98046169353672 -39.2502498661213, -71.98046169353672 -39.29171609963626, -72.06339416056665 -39.29171609963626, -72.06339416056665 -39.2502498661213))",0.49838138,0.23818122,0.833238,0.82769895,0.86859065,0.75837904,0.80077046,0.0275349647923209,0.041518915,0.31099397,-0.31099397,-0.041518915,0.8121095,1.6897656,1.4983948617810183,1.0142412,1.6403548051462478,2019-02-13
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139))",0.43867475,0.24506424,0.6919251,0.8420642,0.91974336,0.8511757,0.8691314,0.0269115068353724,-0.03335984,0.26693866,-0.26693866,0.03335984,0.5415412,1.8020353,1.2207073876858168,0.533946,1.1941268499655275,2019-01-19
-2147483648,"POLYGON ((-72.27072532814142 -39.16731739909139, -71.93899546002177 -39.16731739909139, -71.93899546002177 -39.333182333151214, -72.27072532814142 -39.333182333151214, -72.27072532814142 -39.16731739909139))",0.2718384,0.122816846,0.69638294,0.7895559,0.86011726,0.8540429,0.83770347,0.0163955726406548,-0.028973762,0.16310428,-0.16310428,0.028973762,0.7284696,1.2417246,104915.53524942044,0.7500104,2.394602101016404,2020-02-20
